Account Name,Var 1,Var 2,Var 3,Var N,01/2018,02/2018,03/2018,04/2018,05/2018,06/2018,07/2018,08/2018,09/2018,10/2018,11/2018,12/2018,01/2019,02/2019,03/2019,04/2019,05/2019,06/2019,07/2019,08/2019,09/2019,10/2019,11/2019,12/2019,01/2020,02/2020,03/2020,04/2020,05/2020,06/2020,07/2020,08/2020,09/2020,10/2020,11/2020,12/2020,01/2021,02/2021,03/2021,04/2021,05/2021
478,North America,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$613,937","$613,937","$613,937","$613,937","$613,937","$613,937","$613,937","$613,937","$613,937","$613,937","$613,937","$613,937","$613,937","$613,937","$613,937"
479,EMEA,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,382","$21,382","$21,382","$21,382","$21,382","$21,382","$21,382","$21,382","$21,382","$21,382","$21,382","$21,382","$21,382","$21,382","$21,382"
480,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$936,297","$936,297","$936,297","$936,297","$936,297","$936,297","$936,297","$936,297","$936,297","$936,297","$936,297","$936,297","$936,297","$936,297","$936,297"
481,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$471,283","$471,283","$471,283","$471,283","$471,283","$471,283","$471,283","$471,283","$471,283","$471,283","$471,283","$471,283","$471,283","$471,283","$471,283"
482,EMEA,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$946,265","$946,265","$946,265","$946,265","$946,265","$946,265","$946,265","$946,265","$946,265","$946,265","$946,265","$946,265","$946,265","$946,265","$946,265"
483,North America,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$111,063","$111,063","$111,063","$111,063","$111,063","$111,063","$111,063","$111,063","$111,063","$111,063","$111,063","$111,063","$111,063","$111,063","$111,063"
484,EMEA,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$352,397","$352,397","$352,397","$352,397","$352,397","$352,397","$352,397","$352,397","$352,397","$352,397","$352,397","$352,397","$352,397","$352,397","$352,397"
485,North America,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,058","$26,058","$26,058","$26,058","$26,058","$26,058","$26,058","$26,058","$26,058","$26,058","$26,058","$26,058","$26,058","$26,058","$26,058"
486,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$324,268","$324,268","$324,268","$324,268","$324,268","$324,268","$324,268","$324,268","$324,268","$324,268","$324,268","$324,268","$324,268","$324,268","$324,268"
487,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$844,806","$844,806","$844,806","$844,806","$844,806","$844,806","$844,806","$844,806","$844,806","$844,806","$844,806","$844,806","$844,806","$844,806","$844,806"
488,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$110,981","$110,981","$110,981","$110,981","$110,981","$110,981","$110,981","$110,981","$110,981","$110,981","$110,981","$110,981","$110,981","$110,981","$110,981"
489,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$541,873","$541,873","$541,873","$541,873","$541,873","$541,873","$541,873","$541,873","$541,873","$541,873","$541,873","$541,873","$541,873","$541,873","$541,873"
490,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$243,874","$243,874","$243,874","$243,874","$243,874","$243,874","$243,874","$243,874","$243,874","$243,874","$243,874","$243,874",0,0,0
491,North America,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$370,647","$370,647","$370,647","$370,647","$370,647","$370,647","$370,647","$370,647","$370,647","$370,647","$370,647","$370,647",0,0,0
492,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$818,614","$818,614","$818,614","$818,614","$818,614","$818,614","$818,614","$818,614","$818,614","$818,614","$818,614","$818,614","$1,637,228","$1,637,228"
493,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$610,370","$610,370","$610,370","$610,370","$610,370","$610,370","$610,370","$610,370","$610,370","$610,370","$610,370","$610,370","$1,220,740","$1,220,740"
494,APAC,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$880,155","$880,155","$880,155","$880,155","$880,155","$880,155","$880,155","$880,155","$880,155","$880,155","$880,155","$880,155","$1,760,310","$1,760,310"
495,EMEA,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$178,765","$178,765","$178,765","$178,765","$178,765","$178,765","$178,765","$178,765","$178,765","$178,765","$178,765","$178,765","$357,530","$357,530"
496,North America,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$499,636","$499,636","$499,636","$499,636","$499,636","$499,636","$499,636","$499,636","$499,636","$499,636","$499,636","$499,636","$999,272","$999,272"
497,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$278,634","$278,634","$278,634","$278,634","$278,634","$278,634","$278,634","$278,634","$278,634","$278,634","$278,634","$278,634","$557,268","$557,268"
498,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$319,635","$319,635","$319,635","$319,635","$319,635","$319,635","$319,635","$319,635","$319,635","$319,635","$319,635","$319,635","$639,270","$639,270"
499,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$261,183","$261,183","$261,183","$261,183","$261,183","$261,183","$261,183","$261,183","$261,183","$261,183","$261,183","$261,183","$522,366","$522,366"
500,EMEA,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,690","$40,690","$40,690","$40,690","$40,690","$40,690","$40,690","$40,690","$40,690","$40,690","$40,690","$40,690","$81,380","$81,380"
501,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$949,849","$949,849","$949,849","$949,849","$949,849","$949,849","$949,849","$949,849","$949,849","$949,849","$949,849","$949,849","$1,899,698","$1,899,698"
502,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$265,373","$265,373","$265,373","$265,373","$265,373","$265,373","$265,373","$265,373","$265,373","$265,373","$265,373","$265,373","$530,746","$530,746"
503,EMEA,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$414,311","$414,311","$414,311","$414,311","$414,311","$414,311","$414,311","$414,311","$414,311","$414,311","$414,311","$414,311","$828,622","$828,622"
504,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$742,407","$742,407","$742,407","$742,407","$742,407","$742,407","$742,407","$742,407","$742,407","$742,407","$742,407","$742,407","$1,484,814","$1,484,814"
505,APAC,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$450,398","$450,398","$450,398","$450,398","$450,398","$450,398","$450,398","$450,398","$450,398","$450,398","$450,398","$450,398",0,0
506,North America,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$323,559","$323,559","$323,559","$323,559","$323,559","$323,559","$323,559","$323,559","$323,559","$323,559","$323,559","$323,559",0,0
507,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$896,965","$896,965","$896,965","$896,965","$896,965","$896,965","$896,965","$896,965","$896,965","$896,965","$896,965","$896,965",0,0
508,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$864,524","$864,524","$864,524","$864,524","$864,524","$864,524","$864,524","$864,524","$864,524","$864,524","$864,524","$864,524",0,0
509,EMEA,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$406,691","$406,691","$406,691","$406,691","$406,691","$406,691","$406,691","$406,691","$406,691","$406,691","$406,691","$406,691",0,0
510,North America,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$972,568","$972,568","$972,568","$972,568","$972,568","$972,568","$972,568","$972,568","$972,568","$972,568","$972,568","$972,568","$1,945,136"
511,APAC,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$584,242","$584,242","$584,242","$584,242","$584,242","$584,242","$584,242","$584,242","$584,242","$584,242","$584,242","$584,242","$1,168,484"
512,EMEA,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$170,935","$170,935","$170,935","$170,935","$170,935","$170,935","$170,935","$170,935","$170,935","$170,935","$170,935","$170,935","$341,870"
513,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$869,461","$869,461","$869,461","$869,461","$869,461","$869,461","$869,461","$869,461","$869,461","$869,461","$869,461","$869,461","$1,738,922"
514,North America,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$821,064","$821,064","$821,064","$821,064","$821,064","$821,064","$821,064","$821,064","$821,064","$821,064","$821,064","$821,064","$1,642,128"
515,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$666,380","$666,380","$666,380","$666,380","$666,380","$666,380","$666,380","$666,380","$666,380","$666,380","$666,380","$666,380","$1,332,760"
516,North America,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$119,731","$119,731","$119,731","$119,731","$119,731","$119,731","$119,731","$119,731","$119,731","$119,731","$119,731","$119,731","$239,462"
517,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$583,706","$583,706","$583,706","$583,706","$583,706","$583,706","$583,706","$583,706","$583,706","$583,706","$583,706","$583,706","$1,167,412"
518,EMEA,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$430,858","$430,858","$430,858","$430,858","$430,858","$430,858","$430,858","$430,858","$430,858","$430,858","$430,858","$430,858","$861,716"
519,EMEA,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$201,302","$201,302","$201,302","$201,302","$201,302","$201,302","$201,302","$201,302","$201,302","$201,302","$201,302","$201,302","$402,604"
520,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$910,404","$910,404","$910,404","$910,404","$910,404","$910,404","$910,404","$910,404","$910,404","$910,404","$910,404","$910,404","$1,820,808"
521,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$938,824","$938,824","$938,824","$938,824","$938,824","$938,824","$938,824","$938,824","$938,824","$938,824","$938,824","$938,824","$1,877,648"
522,EMEA,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$942,737","$942,737","$942,737","$942,737","$942,737","$942,737","$942,737","$942,737","$942,737","$942,737","$942,737","$942,737","$1,885,474"
523,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$590,187","$590,187","$590,187","$590,187","$590,187","$590,187","$590,187","$590,187","$590,187","$590,187","$590,187","$590,187","$1,180,374"
524,EMEA,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$545,845","$545,845","$545,845","$545,845","$545,845","$545,845","$545,845","$545,845","$545,845","$545,845","$545,845","$545,845","$1,091,690"
525,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$705,741","$705,741","$705,741","$705,741","$705,741","$705,741","$705,741","$705,741","$705,741","$705,741","$705,741","$705,741","$1,411,482"
526,North America,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$99,441","$99,441","$99,441","$99,441","$99,441","$99,441","$99,441","$99,441","$99,441","$99,441","$99,441","$99,441","$198,882"
527,North America,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$506,878","$506,878","$506,878","$506,878","$506,878","$506,878","$506,878","$506,878","$506,878","$506,878","$506,878","$506,878","$1,013,756"
528,EMEA,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$340,752","$340,752","$340,752","$340,752","$340,752","$340,752","$340,752","$340,752","$340,752","$340,752","$340,752","$340,752","$681,504"
529,North America,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$836,124","$836,124","$836,124","$836,124","$836,124","$836,124","$836,124","$836,124","$836,124","$836,124","$836,124","$836,124",0
530,North America,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$419,401","$419,401","$419,401","$419,401","$419,401","$419,401","$419,401","$419,401","$419,401","$419,401","$419,401","$419,401",0
531,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$564,406","$564,406","$564,406","$564,406","$564,406","$564,406","$564,406","$564,406","$564,406","$564,406","$564,406","$564,406",0
532,APAC,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$70,370","$70,370","$70,370","$70,370","$70,370","$70,370","$70,370","$70,370","$70,370","$70,370","$70,370","$70,370",0
533,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,872","$12,872","$12,872","$12,872","$12,872","$12,872","$12,872","$12,872","$12,872","$12,872","$12,872","$12,872"
534,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$777,646","$777,646","$777,646","$777,646","$777,646","$777,646","$777,646","$777,646","$777,646","$777,646","$777,646","$777,646"
535,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$535,303","$535,303","$535,303","$535,303","$535,303","$535,303","$535,303","$535,303","$535,303","$535,303","$535,303","$535,303"
536,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$434,358","$434,358","$434,358","$434,358","$434,358","$434,358","$434,358","$434,358","$434,358","$434,358","$434,358","$434,358"
537,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$801,261","$801,261","$801,261","$801,261","$801,261","$801,261","$801,261","$801,261","$801,261","$801,261","$801,261","$801,261"
538,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$906,625","$906,625","$906,625","$906,625","$906,625","$906,625","$906,625","$906,625","$906,625","$906,625","$906,625","$906,625"
539,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$846,692","$846,692","$846,692","$846,692","$846,692","$846,692","$846,692","$846,692","$846,692","$846,692","$846,692","$846,692"
540,North America,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$919,788","$919,788","$919,788","$919,788","$919,788","$919,788","$919,788","$919,788","$919,788","$919,788","$919,788","$919,788"
541,APAC,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$796,086","$796,086","$796,086","$796,086","$796,086","$796,086","$796,086","$796,086","$796,086","$796,086","$796,086","$796,086"
542,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$439,339","$439,339","$439,339","$439,339","$439,339","$439,339","$439,339","$439,339","$439,339","$439,339","$439,339","$439,339"
543,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$496,398","$496,398","$496,398","$496,398","$496,398","$496,398","$496,398","$496,398","$496,398","$496,398","$496,398","$496,398"
544,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$344,985","$344,985","$344,985","$344,985","$344,985","$344,985","$344,985","$344,985","$344,985","$344,985","$344,985","$344,985"
545,EMEA,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$202,197","$202,197","$202,197","$202,197","$202,197","$202,197","$202,197","$202,197","$202,197","$202,197","$202,197","$202,197"
546,EMEA,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$260,394","$260,394","$260,394","$260,394","$260,394","$260,394","$260,394","$260,394","$260,394","$260,394","$260,394","$260,394"
547,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$622,567","$622,567","$622,567","$622,567","$622,567","$622,567","$622,567","$622,567","$622,567","$622,567","$622,567","$622,567"
548,EMEA,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$112,032","$112,032","$112,032","$112,032","$112,032","$112,032","$112,032","$112,032","$112,032","$112,032","$112,032","$112,032"
549,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,696","$13,696","$13,696","$13,696","$13,696","$13,696","$13,696","$13,696","$13,696","$13,696","$13,696","$13,696"
550,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$257,139","$257,139","$257,139","$257,139","$257,139","$257,139","$257,139","$257,139","$257,139","$257,139","$257,139","$257,139"
551,APAC,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$476,349","$476,349","$476,349","$476,349","$476,349","$476,349","$476,349","$476,349","$476,349","$476,349","$476,349","$476,349"
552,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$250,317","$250,317","$250,317","$250,317","$250,317","$250,317","$250,317","$250,317","$250,317","$250,317","$250,317","$250,317"
553,EMEA,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$280,935","$280,935","$280,935","$280,935","$280,935","$280,935","$280,935","$280,935","$280,935","$280,935","$280,935","$280,935"
554,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$403,096","$403,096","$403,096","$403,096","$403,096","$403,096","$403,096","$403,096","$403,096","$403,096","$403,096","$403,096"
555,North America,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$585,357","$585,357","$585,357","$585,357","$585,357","$585,357","$585,357","$585,357","$585,357","$585,357","$585,357","$585,357"
556,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$346,520","$346,520","$346,520","$346,520","$346,520","$346,520","$346,520","$346,520","$346,520","$346,520","$346,520","$346,520"
557,North America,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$244,257","$244,257","$244,257","$244,257","$244,257","$244,257","$244,257","$244,257","$244,257","$244,257","$244,257","$244,257"
558,EMEA,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$969,357","$969,357","$969,357","$969,357","$969,357","$969,357","$969,357","$969,357","$969,357","$969,357","$969,357","$969,357"
559,North America,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$524,554","$524,554","$524,554","$524,554","$524,554","$524,554","$524,554","$524,554","$524,554","$524,554","$524,554","$524,554"
560,EMEA,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$147,858","$147,858","$147,858","$147,858","$147,858","$147,858","$147,858","$147,858","$147,858","$147,858","$147,858","$147,858"
561,APAC,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$869,158","$869,158","$869,158","$869,158","$869,158","$869,158","$869,158","$869,158","$869,158","$869,158","$869,158","$869,158"
562,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$166,516","$166,516","$166,516","$166,516","$166,516","$166,516","$166,516","$166,516","$166,516","$166,516","$166,516","$166,516"
563,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$871,226","$871,226","$871,226","$871,226","$871,226","$871,226","$871,226","$871,226","$871,226","$871,226","$871,226"
564,EMEA,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$365,265","$365,265","$365,265","$365,265","$365,265","$365,265","$365,265","$365,265","$365,265","$365,265","$365,265"
565,North America,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$689,181","$689,181","$689,181","$689,181","$689,181","$689,181","$689,181","$689,181","$689,181","$689,181","$689,181"
566,North America,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$700,079","$700,079","$700,079","$700,079","$700,079","$700,079","$700,079","$700,079","$700,079","$700,079","$700,079"
567,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$521,555","$521,555","$521,555","$521,555","$521,555","$521,555","$521,555","$521,555","$521,555","$521,555","$521,555"
568,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$321,532","$321,532","$321,532","$321,532","$321,532","$321,532","$321,532","$321,532","$321,532","$321,532","$321,532"
569,North America,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$420,526","$420,526","$420,526","$420,526","$420,526","$420,526","$420,526","$420,526","$420,526","$420,526","$420,526"
570,North America,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$186,009","$186,009","$186,009","$186,009","$186,009","$186,009","$186,009","$186,009","$186,009","$186,009","$186,009"
571,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$788,154","$788,154","$788,154","$788,154","$788,154","$788,154","$788,154","$788,154","$788,154","$788,154"
572,APAC,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$336,146","$336,146","$336,146","$336,146","$336,146","$336,146","$336,146","$336,146","$336,146","$336,146"
573,North America,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$465,833","$465,833","$465,833","$465,833","$465,833","$465,833","$465,833","$465,833","$465,833","$465,833"
574,EMEA,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$640,359","$640,359","$640,359","$640,359","$640,359","$640,359","$640,359","$640,359","$640,359","$640,359"
575,EMEA,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$450,660","$450,660","$450,660","$450,660","$450,660","$450,660","$450,660","$450,660","$450,660","$450,660"
576,North America,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$543,765","$543,765","$543,765","$543,765","$543,765","$543,765","$543,765","$543,765","$543,765","$543,765"
577,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,129","$44,129","$44,129","$44,129","$44,129","$44,129","$44,129","$44,129","$44,129","$44,129"
578,EMEA,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$637,542","$637,542","$637,542","$637,542","$637,542","$637,542","$637,542","$637,542","$637,542","$637,542"
579,North America,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$95,234","$95,234","$95,234","$95,234","$95,234","$95,234","$95,234","$95,234","$95,234","$95,234"
580,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$636,890","$636,890","$636,890","$636,890","$636,890","$636,890","$636,890","$636,890","$636,890","$636,890"
581,EMEA,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$149,335","$149,335","$149,335","$149,335","$149,335","$149,335","$149,335","$149,335","$149,335","$149,335"
582,EMEA,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$495,902","$495,902","$495,902","$495,902","$495,902","$495,902","$495,902","$495,902","$495,902","$495,902"
583,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$953,385","$953,385","$953,385","$953,385","$953,385","$953,385","$953,385","$953,385","$953,385","$953,385"
584,EMEA,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$275,363","$275,363","$275,363","$275,363","$275,363","$275,363","$275,363","$275,363","$275,363","$275,363"
585,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$591,070","$591,070","$591,070","$591,070","$591,070","$591,070","$591,070","$591,070","$591,070","$591,070"
586,APAC,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$576,776","$576,776","$576,776","$576,776","$576,776","$576,776","$576,776","$576,776","$576,776","$576,776"
587,EMEA,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$846,169","$846,169","$846,169","$846,169","$846,169","$846,169","$846,169","$846,169","$846,169","$846,169"
588,EMEA,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$385,795","$385,795","$385,795","$385,795","$385,795","$385,795","$385,795","$385,795","$385,795"
589,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$638,811","$638,811","$638,811","$638,811","$638,811","$638,811","$638,811","$638,811","$638,811"
590,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$504,207","$504,207","$504,207","$504,207","$504,207","$504,207","$504,207","$504,207","$504,207"
591,APAC,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$336,323","$336,323","$336,323","$336,323","$336,323","$336,323","$336,323","$336,323","$336,323"
592,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$392,991","$392,991","$392,991","$392,991","$392,991","$392,991","$392,991","$392,991","$392,991"
593,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$903,686","$903,686","$903,686","$903,686","$903,686","$903,686","$903,686","$903,686","$903,686"
594,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$956,867","$956,867","$956,867","$956,867","$956,867","$956,867","$956,867","$956,867","$956,867"
595,North America,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$148,294","$148,294","$148,294","$148,294","$148,294","$148,294","$148,294","$148,294","$148,294"
596,North America,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$332,788","$332,788","$332,788","$332,788","$332,788","$332,788","$332,788","$332,788","$332,788"
597,North America,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$651,333","$651,333","$651,333","$651,333","$651,333","$651,333","$651,333","$651,333","$651,333"
598,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$341,584","$341,584","$341,584","$341,584","$341,584","$341,584","$341,584","$341,584","$341,584"
599,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$284,577","$284,577","$284,577","$284,577","$284,577","$284,577","$284,577","$284,577","$284,577"
600,North America,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$291,555","$291,555","$291,555","$291,555","$291,555","$291,555","$291,555","$291,555","$291,555"
601,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$634,404","$634,404","$634,404","$634,404","$634,404","$634,404","$634,404","$634,404","$634,404"
602,EMEA,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$779,177","$779,177","$779,177","$779,177","$779,177","$779,177","$779,177","$779,177","$779,177"
603,EMEA,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$76,055","$76,055","$76,055","$76,055","$76,055","$76,055","$76,055","$76,055","$76,055"
